longitude|latitude
-69.89346693|-14.75359385
-76.26071076|-9.746798132
-76.87032227|-9.843610575
-76.11312689|-8.620274151
-74.69211328|-3.523784827
-77.75766319|-4.017075902
-73.21309366|-10.80955967
-78.02361093|-9.122656727
-78.86328232|-5.202170312
-78.97108126|-5.247306269
-79.15319926|-6.466425497
-74.52930166|-12.64108503
-71.13045377|-16.97826489
-73.28867572|-13.53801278
-74.30900649|-11.14403344
-70.99392829|-13.77257183
-74.65723522|-8.046020311
-77.1739248|-9.21981866
-76.2668859|-10.29771568
-74.5597218|-11.37603866
-72.911337|-16.04961733
-72.83384684|-13.03566417
-76.41423062|-9.282922744
-74.45204714|-12.66575992
-77.69737412|-7.474090203
-77.42304201|-9.407247761
-79.02339521|-7.092078955
-72.27191416|-12.68463683
-70.76527015|-16.75881742
-75.09080033|-6.851998144
-77.00912942|-9.40164747
-78.25713215|-6.510610792
-76.58588573|-6.485062979
-72.33921264|-14.1924876
-69.88067248|-15.20371313
-76.5273481|-7.143953532
-77.20008672|-10.28471765
-74.43979685|-12.34986277
-76.73579288|-9.188866336
-78.33699701|-8.631104534
-78.31093745|-7.860648894
-73.29766833|-4.113501684
-70.2673433|-14.41505563
-76.31065292|-6.408012794
-76.14824299|-6.789088062
-77.76771972|-10.60977248
-77.82877749|-6.566641062
-78.51224484|-8.881119943
-77.85433979|-9.963209084
-74.95034631|-4.877859555
-77.55426801|-6.288070447
-77.00655964|-9.324643885
-72.56193887|-14.25896905
-78.79158695|-6.183180208
-77.0870747|-8.626098903
-73.52691204|-2.617113412
-78.9287701|-5.612107757
-74.70072107|-11.28968492
-74.05414371|-5.118738079
-73.75764239|-13.80890325
-78.72815399|-6.822408515
-74.70533493|-11.94009385
-69.729386|-14.51420531
-76.68058492|-7.82732234
-77.56713253|-8.657065982
-75.22183475|-12.61690646
-74.42800816|-11.56072421
-78.91031894|-5.443758144
-76.1221613|-8.676641425
-78.2486732|-7.81486424
-69.70141851|-14.22109641
-78.47576103|-6.385131006
-74.57845843|-11.33792526
-72.93015656|-3.288280754
-77.36622867|-9.512515051
-73.69483157|-11.1718336
-77.31458919|-11.36216868
-80.06651218|-4.60385131
-78.0525952|-7.347560205
-71.18819726|-14.47423695
-74.00250208|-11.99611164
-77.53345962|-7.972870285
-78.32463637|-5.202720233
-75.84011934|-6.238705348
-77.58146007|-8.896761982
-78.2263936|-6.59455621
-76.53970062|-11.66506744
-74.66394351|-13.10442691
-79.43809703|-5.56508922
-76.57272779|-6.6400266
-73.11418382|-10.96836664
-77.08896647|-8.924946849
-77.18629465|-3.929482856
-70.68340467|-16.74333428
-77.58729262|-6.504466443
-76.45905486|-10.65561317
-69.59817415|-15.35594949
-71.04189153|-16.82307427
-75.32377789|-3.96285804
-74.03330491|-13.57311302
-77.35151216|-6.445609638
-78.36456801|-7.883729347
-77.33501668|-9.389502767
-74.8243745|-12.09586637
-70.86430645|-4.247888509
-74.88407551|-4.487882598
-76.64167676|-6.791147192
-74.64015843|-13.07868639
-76.14026663|-7.189407309
-77.64764852|-8.604221279
-73.13238735|-12.60980314
-77.70030252|-7.156829669
-76.1568554|-6.746314115
-77.22891114|-8.469214803
-78.72365032|-7.549791644
-77.19152207|-10.39187565
-72.55634202|-13.33308105
-74.74679742|-12.86324284
-74.28411507|-11.66344487
-78.92683258|-7.213752788
-77.09836616|-5.789037622
-74.36869009|-11.18924211
-77.53216148|-8.110752085
-76.52543309|-11.68347797
-70.84617542|-17.71032566
-77.96947045|-7.249745435
-78.60990142|-8.30277661
-70.22353193|-15.71981821
-74.29127808|-12.6318121
-70.72692877|-16.23027779
-70.69551957|-14.08013928
-76.62309335|-6.674223761
-76.58100244|-6.740379919
-78.01603663|-9.27267028
-76.2229685|-9.191163341
-74.04679226|-12.03862489
-77.933505|-6.995164633
-75.09493534|-6.343635463
-77.81331512|-6.551676004
-78.23803705|-5.147593616
-76.71903199|-9.246434175
-78.29836271|-7.896015611
-71.23916285|-3.874030556
-72.51507937|-16.42587024
-72.11988333|-16.88328737
-71.68938248|-14.08083943
-79.35789837|-7.14705247
-69.91647362|-14.01181183
-75.87016025|-9.607545404
-74.48772168|-12.21726508
-75.35619079|-10.74497809
-73.45227232|-15.24507947
-76.56701848|-7.414077131
-74.33535629|-13.35688761
-74.47065805|-13.49899105
-74.94727736|-13.03008767
-70.6640121|-16.786614
-69.12723377|-16.62999175
-77.70799301|-9.571139463
-78.40956148|-6.370370916
-77.97493536|-7.644218262
-75.60326995|-5.067869223
-76.45328252|-2.806620299
-77.98758684|-6.392656098
-79.17802096|-6.110217587
-72.0338536|-14.09883652
-74.51515363|-12.19542787
-74.80754409|-12.84639361
-74.80177729|-11.69216967
-77.72623231|-6.167393713
-68.95772515|-14.04035023
-69.53674865|-15.2361278
-73.70509649|-12.64416993
-69.70868358|-16.07882154
-76.08011847|-13.37737547
-77.23901215|-8.96394492
-72.0908309|-16.91005361
-73.88551345|-12.72068718
-74.21145033|-12.78457824
-76.61513427|-5.672577209
-76.25769371|-7.237621688
-77.58604381|-10.68315911
-73.18945194|-4.15017256
-77.92687739|-4.616014716
-77.609975|-6.480862912
-74.7223544|-13.43284856
-75.56176323|-13.02456235
-77.77067102|-9.517380929
-73.4028752|-13.77356983
-72.77626136|-13.85992964
-79.03937406|-5.69847321
-72.36818986|-13.366276
-74.08841838|-6.029456471
-74.38121752|-13.45225777
-73.85928227|-13.90158188
-78.48529193|-6.028701014
-72.56923327|-13.64459729
-79.23432904|-6.801895287
-70.76467218|-17.61307461
-77.4702665|-9.02107672
-71.77274242|-13.44828204
-77.94972244|-7.938984203
-78.44375019|-7.690068947
-76.61882439|-11.82654975
-77.87618996|-9.740514994
-72.50119397|-13.2998513
-78.51745213|-5.842425219
-74.04208931|-14.24163694
-69.16734979|-14.25545429
-71.91761254|-3.333542008
-74.31421054|-13.83758997
-71.24673011|-13.80163012
-74.80609958|-7.842756511
-78.49245462|-8.884698061
-74.23852056|-11.03103887
-76.41927995|-9.944198119
-75.24935558|-7.109071839
-79.52147106|-5.666289662
-75.47937788|-8.742052557
-73.76301681|-10.72398328
-78.77690512|-5.005529549
-72.07213657|-13.65114663
-80.0821124|-4.55661277
-77.67132049|-7.898039125
-77.89057399|-7.361091898
-77.8119877|-7.59718495
-69.1992346|-16.64976556
-77.57407409|-8.317987551
-77.96601613|-8.615833972
-78.9683147|-5.038205406
-76.25448935|-10.46688371
-74.06205586|-12.83583485
-79.73601515|-5.309821048
-70.47697164|-13.79604818
-78.28694035|-6.724234847
-71.56846486|-13.51181844
-78.67995559|-7.559055482
-69.84777115|-14.01190415
-74.73688739|-12.34625757
-76.08225914|-10.704917
-79.94496166|-4.454867095
-77.39953223|-10.40416167
-79.00044887|-4.988801351
-75.80998085|-11.44933736
-75.11638104|-6.789775694
-71.13228343|-4.001580339
-72.52047118|-15.66981825
-77.39608963|-9.520814138
-78.4111914|-6.441611071
-74.74680556|-12.38534417
-79.97357108|-4.435650326
-69.72278874|-14.30943116
-74.40996584|-8.391938467
-74.38730025|-11.35387617
-79.26489566|-6.046373523
-75.17648715|-6.556148842
-69.89389127|-14.19328933
-78.75461713|-7.109770121
-79.06236787|-7.602055279
-78.41991473|-6.4977494
-79.1196145|-6.514638236
-76.191155|-6.655134551
-74.34392328|-5.254792709
-70.4551263|-13.71756417
-76.61845659|-5.620499779
-74.22067003|-10.75830538
-77.18951563|-8.976975592
-75.73386594|-5.718260501
-69.28873546|-16.52795721
-70.37497728|-13.88398286
-76.87424363|-8.656439603
-70.09435206|-15.01052362
-76.22485705|-6.730947217
-73.04287181|-12.64691317
-73.75299005|-11.0538887
-71.86189393|-3.321696207
-79.45961066|-5.096031274
-75.76434539|-6.416318069
-72.55637117|-13.79453639
-71.87860573|-13.31075015
-76.08489835|-7.218339439
-72.51116365|-3.487661228
-69.61510621|-11.33121968
-70.24252787|-14.49120036
-78.10270004|-8.749058204
-74.35711217|-12.7874536
-74.17298905|-5.562515984
-74.06646022|-13.55205435
-73.87249563|-13.53794333
-78.54946374|-5.377754186
-76.08958419|-9.248841913
-75.69899252|-10.08131535
-79.00977172|-5.059733373
-77.89652406|-4.714306163
-70.13953717|-14.99576563
-78.93082645|-6.133583162
-74.89487707|-9.844106321
-72.50770282|-13.78759788
-71.42460804|-12.970918
-76.16127583|-9.212113886
-74.14513161|-11.41290585
-75.12474932|-10.81984786
-73.82629189|-13.66016338
-76.76102604|-9.205026685
-73.73245966|-13.97297158
-71.4041783|-12.91229722
